"target_id","ext_gene","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"ENSG00000197798","FAM118B",8,29.4692692819315,0.0176536266948186,0.100297572152049
"ENSG00000142700","DMRTA2",1,2.10610934414941,0.0176538146008667,0.100297572152049
"ENSG00000234076","TPRG1-AS1",1,3.54598154022356,0.0176623778011254,0.100328252412947
"ENSG00000273442","",1,2.16584592114467,0.0176695155928924,0.100350826336787
"ENSG00000139160","ETFBKMT",5,19.4296179352089,0.0176741324900152,0.100359077774936
"ENSG00000254665","",1,3.54043864384499,0.0176836508074361,0.10039515302686
"ENSG00000005020","SKAP2",7,23.8578810047249,0.0177179406116883,0.100571825029016
"ENSG00000049541","RFC2",12,45.693397740505,0.0177550860388559,0.100747619214621
"ENSG00000272899","ATP6V1FNB",1,4.14754724056058,0.0177552631359669,0.100747619214621
"ENSG00000286705","",1,4.10758063872072,0.0177667729963543,0.100776872795308
"ENSG00000232995","RGS5",7,25.7978332028275,0.0177661966822709,0.100776872795308
"ENSG00000244558","KCNK15-AS1",3,8.17469823364952,0.0177720260987767,0.100778539122738
"ENSG00000279394","",1,4.7831645208707,0.0177734212255303,0.100778539122738
"ENSG00000286548","",2,10.4225143466296,0.0177855399114972,0.100824562705397
"ENSG00000169609","C15orf40",8,33.1552101359385,0.0177892661269875,0.100824562705397
"ENSG00000181359","HSP90AA6P",1,4.08454576858728,0.0177910740396011,0.100824562705397
"ENSG00000178372","CALML5",1,2.66431679073564,0.0177972517388211,0.100841555538347
"ENSG00000279166","",1,3.32560008572891,0.0178052900003715,0.100869082607927
"ENSG00000198729","PPP1R14C",1,4.82681238604234,0.0178170275424535,0.100917552967693
"ENSG00000186871","ERCC6L",2,11.5932899215796,0.0178254224905488,0.100947076589487
"ENSG00000139890","REM2",2,6.69344990361586,0.0178354208512643,0.100967644829779
"ENSG00000261040","WFDC21P",5,14.4033005810729,0.0178338131912118,0.100967644829779
"ENSG00000011143","MKS1",23,81.8601809215587,0.0178388708650402,0.100969155062136
"ENSG00000230612","",2,6.74870802391008,0.0178457510825973,0.100972061824635
"ENSG00000133392","MYH11",6,19.9920614366273,0.0178428565247726,0.100972061824635
"ENSG00000151422","FER",10,43.7571290911814,0.0178673718280509,0.10107636294167
"ENSG00000148985","PGAP2",26,76.4735290102465,0.0178705762949349,0.101076463890699
"ENSG00000255186","",1,2.75584000800116,0.0178738942434959,0.10107720654474
"ENSG00000141646","SMAD4",13,65.1192438041904,0.0178926941872832,0.101165484300612
"ENSG00000235221","LINC00383",2,3.56596021762604,0.0179104092233247,0.101230040146656
"ENSG00000186198","SLC51B",1,2.18921520505703,0.0179104948233876,0.101230040146656
"ENSG00000237973","MTCO1P12",1,5.40247166118523,0.0179239798565739,0.101278077814273
"ENSG00000196470","SIAH1",5,25.0799262601475,0.0179279829358245,0.101278077814273
"ENSG00000224886","",1,4.02117442843571,0.0179302058740259,0.101278077814273
"ENSG00000128652","HOXD3",4,11.5370040764739,0.0179320893417977,0.101278077814273
"ENSG00000143436","MRPL9",11,41.8987803302635,0.0179363378975973,0.101278077814273
"ENSG00000143494","VASH2",7,17.5475830461049,0.0179381519329294,0.101278077814273
"ENSG00000231095","GYG1P3",1,2.61048192232524,0.0179465072189077,0.101307218807
"ENSG00000140521","POLG",19,77.98926047246,0.0179754176919169,0.101452361880767
"ENSG00000164061","BSN",1,6.57729785985213,0.0179926085629056,0.101531320228928
"ENSG00000105819","PMPCB",8,46.5337869708935,0.0179974919440663,0.101540812339708
"ENSG00000107581","EIF3A",3,24.8483636990166,0.0180018193745373,0.101547164990388
"ENSG00000279851","",1,6.61224495755723,0.018008863262352,0.101550779345519
"ENSG00000139626","ITGB7",6,11.5199953079034,0.0180077774615627,0.101550779345519
"ENSG00000188895","MSL1",10,52.9307073870945,0.0180123196345572,0.101552215870693
"ENSG00000090924","PLEKHG2",10,55.968680981888,0.0180257810967069,0.10161004986786
"ENSG00000255153","TOLLIP-AS1",1,4.16431953557624,0.0180347294856399,0.101632078786106
"ENSG00000167674","HDGFL2",6,31.4621320617558,0.0180360973387241,0.101632078786106
"ENSG00000070761","CFAP20",6,24.0370386536189,0.0180651176645048,0.101759450754827
"ENSG00000271856","LINC01215",1,5.09513942508126,0.0180639704724855,0.101759450754827
"ENSG00000135185","TMEM243",8,31.5540700216863,0.0180878113761675,0.101869191946139
"ENSG00000233170","",1,2.01436020473891,0.0181039149324567,0.101941785503745
"ENSG00000242229","RPS3AP14",1,2.36964041605859,0.0181096922918274,0.101956217572679
"ENSG00000167522","ANKRD11",33,138.672096240723,0.0181129710723382,0.101956580202927
"ENSG00000006453","BAIAP2L1",5,25.2931368098908,0.0181215541814492,0.101968702693168
"ENSG00000186088","GSAP",9,27.7318053413804,0.0181214830755166,0.101968702693168
"ENSG00000149260","CAPN5",8,36.4019961315265,0.0181276044705857,0.101984655232797
"ENSG00000243753","HLA-L",3,10.7880753134596,0.0181422486387577,0.102048942112565
"ENSG00000233725","NRAD1",6,16.3013240235032,0.0181545335992739,0.102063745344801
"ENSG00000187952","HS6ST1P1",1,2.62874919425157,0.0181519555340203,0.102063745344801
"ENSG00000278895","",1,5.65484735012594,0.0181539174649449,0.102063745344801
"ENSG00000284762","",1,2.02382149702572,0.018168085040706,0.102121830481331
"ENSG00000159842","ABR",14,43.0992495086839,0.0181922210483214,0.102239379771741
"ENSG00000130159","ECSIT",11,42.8097337080243,0.0181980044183278,0.10225376477324
"ENSG00000270946","CT45A9",1,3.72061133027383,0.0182106828631482,0.102288763898743
"ENSG00000178055","PRSS42P",2,7.36685978630188,0.0182094517742674,0.102288763898743
"ENSG00000091947","TMEM101",7,24.2586780054136,0.0182178968620676,0.102293055508572
"ENSG00000189410","SH2D5",5,14.0817271825442,0.018217437399495,0.102293055508572
"ENSG00000287795","",1,3.77287848399234,0.0182256559179525,0.102318509745405
"ENSG00000179833","SERTAD2",2,12.3814866678275,0.0182298749919191,0.10232408509444
"ENSG00000154767","XPC",7,30.6678868814111,0.0182470502474449,0.102402368506494
"ENSG00000254469","",11,40.8111800591115,0.0182702083609033,0.102514194056163
"ENSG00000286125","",8,29.9423073801961,0.0183022675293645,0.102675915062595
"ENSG00000149679","CABLES2",2,11.582238024858,0.0183198478616959,0.102706844114672
"ENSG00000008083","JARID2",3,16.7081192873483,0.0183298813459811,0.102706844114672
"ENSG00000279977","",1,5.59590858084943,0.0183235700837085,0.102706844114672
"ENSG00000185946","RNPC3",8,39.0295702731321,0.0183263400526152,0.102706844114672
"ENSG00000232063","",1,6.02702321321912,0.0183258258638565,0.102706844114672
"ENSG00000173933","RBM4",11,65.4779722980179,0.0183304468783114,0.102706844114672
"ENSG00000173702","MUC13",1,2.10370706153404,0.018322377671553,0.102706844114672
"ENSG00000113805","CNTN3",1,4.68169809959568,0.0183337520860053,0.102707220490287
"ENSG00000174175","SELP",1,2.70974706678862,0.0183529555924058,0.102796644611605
"ENSG00000123091","RNF11",3,19.4893541165284,0.0183564641931599,0.102798144022394
"ENSG00000240481","RN7SL38P",1,3.86026993245083,0.0183597174723261,0.102798213328281
