"target_id","ens_gene","ext_gene","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","b","se_b"
"ENST00000359062.4","ENSG00000172572","PDE3A",4.96652593221723e-08,0.00219977366589765,29.7298074965192,28.1698534557341,1,6.79076754933639,2.17465030034228,0.00308919039811434,2.34439859757972,0.231125266972029,2.34439859757972,2.6923408869392,0.296572512432823
"ENST00000359232.8","ENSG00000197119","SLC25A29",1.45884146951961e-06,0.00745557765784184,23.2014914043497,7.28734049985304,1,7.96339093284704,0.561509785902616,0.00243422223223736,0.604844152755516,0.211559371615203,0.604844152755516,-1.35902500307879,0.235931660645337
"ENST00000361306.6","ENSG00000198759","EGFL6",1.30391913921598e-06,0.00721914831426927,23.4174272038772,43.0853354890226,1,4.66420208725986,3.36607776612419,0.404182570422416,3.1862620536628,0.272619431183126,3.1862620536628,3.2005834091287,0.459527625592387
"ENST00000361742.7","ENSG00000167178","ISLR2",6.45632437811935e-05,0.0347324112577728,15.9638623063647,81.0692634912522,1,1.60695020207375,6.40425964290535,0.244863519455969,6.51090843814838,1.57410396793626,6.51090843814838,-4.02517041960897,0.822590417507133
"ENST00000366820.10","ENSG00000143768","LEFTY2",9.25269128874357e-08,0.00224265673294686,28.524362052791,60.5942960360453,1,2.38132765182901,4.8458731064645,0.10741696261463,4.94210770705581,0.965762579368238,4.94210770705581,-3.98203925847101,0.537175443076098
"ENST00000368406.2","ENSG00000169242","EFNA1",2.7676516437054e-05,0.0270979249282149,17.5710824956748,8.46798609169063,1,6.42661805739173,0.68932923708574,0.0335434096432328,0.672122097997653,0.238550389734741,0.672122097997653,-1.34577470607239,0.267903363950747
"ENST00000368460.7","ENSG00000163346","PBXIP1",8.26274460100849e-05,0.0395244051138745,15.4972025789013,5.73524471474519,1,4.85289229324635,0.449489220912302,0.026940214323879,0.45099684523822,0.265652358256277,0.45099684523822,-1.14237196048376,0.278030753345421
"ENST00000368463.8","ENSG00000163346","PBXIP1",2.98819453666582e-05,0.027405498662516,17.4253161264523,3.91899453544783,1,8.55759290831332,0.302930375073501,0.000875902513244951,0.325706975440741,0.203972948976265,0.325706975440741,-0.999341665974091,0.230814390658773
"ENST00000368586.10","ENSG00000171811","CFAP46",0.000115569333874885,0.0459833829117922,14.8636393791526,26.1023847214399,1,4.78506633228796,2.01941106079928,0.0256136559742434,2.14958507081241,0.267581169382254,2.14958507081241,2.24069722439561,0.485468048975711
"ENST00000369271.7","ENSG00000169129","AFAP1L2",1.39725043679714e-05,0.020627054584887,18.8728800346443,29.0222263844318,1,7.43732614804518,2.2346516517046,0.0139443131092241,2.40457455226009,0.219549357577229,2.40457455226009,-2.51000714578422,0.443609180668251
"ENST00000369500.4","ENSG00000173212","MAB21L3",0.000142366011048968,0.0498484311928712,14.4705769870931,152.132701657832,1,3.31613424048991,11.789531107411,1.5026332354665,11.1750919026862,0.484408893543215,11.1750919026862,5.36955204943599,1.18858008381017
"ENST00000370153.6","ENSG00000117620","SLC35A3",6.29889019049689e-05,0.0343021038095272,16.0105978460887,5.81664587404348,1,7.00024991513763,0.447499460408278,0.00905907881191109,0.475661410691712,0.227153995060525,0.475661410691712,1.10786942272131,0.248273437971304
"ENST00000370855.5","ENSG00000137968","SLC44A5",1.889542868121e-05,0.0234057892325009,18.2975069617055,16.7194213916875,1,6.22998036689301,1.28681785744606,0.00375549013584811,1.38952962583811,0.241979682300462,1.38952962583811,1.89132959746181,0.34369255019749
"ENST00000370895.5","ENSG00000259030","FPGT-TNNI3K",2.59642544097549e-05,0.0270979249282149,17.6925424517132,10.3845663602233,1,3.86579941872786,0.799023754253842,0.0360191565984632,0.829361373420144,0.345235968899324,0.829361373420144,1.52228021545476,0.319755120164571
"ENST00000371268.4","ENSG00000143001","TMEM61",1.38585196278011e-05,0.020627054584887,18.888505563619,21.230556545194,1,4.63717078309799,1.64003231152857,0.0246669632350097,1.74454608219782,0.274098471833884,1.74454608219782,-2.14720492889466,0.379204508549311
"ENST00000371834.6","ENSG00000169925","BRD3",1.04173109007295e-05,0.0182132974111228,19.4333299444816,7.21128207593312,1,5.64222172420528,0.558095848381438,0.0266576168723531,0.574282556122073,0.24982519834731,0.574282556122073,-1.32225948925487,0.269700753148149
"ENST00000372297.6","ENSG00000126878","AIF1L",1.00924354137739e-06,0.00653119673424906,23.9104134812164,21.0901696651741,1,3.99560191527794,1.65176833246272,0.0685922735700879,1.68892186519442,0.324360584343293,1.68892186519442,-2.2528014415509,0.325657477963578
"ENST00000372309.7","ENSG00000126878","AIF1L",4.04311217595412e-07,0.00469974794171245,25.6736442995729,19.6409913542628,1,6.04684651278876,1.55095190670695,0.0996327949739355,1.53711648454796,0.244397079258158,1.53711648454796,-2.20646463052987,0.304241451121871
"ENST00000372314.3","ENSG00000126878","AIF1L",5.65910827142593e-07,0.00469974794171245,25.0250232642985,15.0947042003766,1,6.58372131811399,1.1909889524102,0.0995995171847345,1.15829249951332,0.235266230054761,1.15829249951332,-1.9507859645422,0.300292484524114
"ENST00000372333.3","ENSG00000165424","ZCCHC24",6.44532273174452e-05,0.0347324112577728,15.9670907832929,20.9187890712372,1,3.87689823945913,1.62465185715763,0.122950381650622,1.62028204095248,0.343273277648768,1.62028204095248,-2.04478396082912,0.417805090774375
"ENST00000372394.5","ENSG00000130707","ASS1",4.56891579254651e-05,0.0312141736780889,16.6190763754032,12.6880819358297,1,6.68215307598736,0.976630037701467,0.00530427166480925,1.05203588965433,0.233270427911918,1.05203588965433,-1.60904462591643,0.31790020681546
"ENST00000372542.5","ENSG00000124104","SNX21",5.53885973998329e-05,0.0319653687785759,16.2541343819342,7.31696331808154,1,5.28023295199729,0.566064556272326,0.0541987256574782,0.555548217515984,0.258394191506305,0.555548217515984,-1.26589548640068,0.288279367826683
"ENST00000373248.5","ENSG00000042286","AIFM2",4.64724106542352e-05,0.0312141736780889,16.5868385555136,16.9456784086508,1,5.06692145209858,1.30583109273521,0.0323846728742582,1.37975519451331,0.261912290402196,1.37975519451331,-1.8585939928975,0.367808980243054
"ENST00000374443.7","ENSG00000242372","EIF6",1.36622970494504e-05,0.020627054584887,18.9157094397381,10.4693827760307,1,5.24518844649332,0.814617856511738,0.0388592406484987,0.833589324020725,0.25913478261288,0.833589324020725,-1.51836981410279,0.280769460778735
"ENST00000376237.8","ENSG00000204525","HLA-C",1.03220394517618e-06,0.00653119673424906,23.8671087253771,112.567809915829,1,2.65633216457237,8.70545890213248,0.403514641832217,8.97713618448686,0.798294959374225,8.97713618448686,-5.19185325177701,0.730935745474082
"ENST00000376357.1","ENSG00000196998","WDR45",0.000118309058317214,0.0461009807418128,14.8194491143738,45.7178559143285,1,1.92257390126539,3.52048600855543,0.973286437747966,2.83653488844607,1.30290717961779,2.83653488844607,-3.18232782550516,0.795259801484209
"ENST00000376573.9","ENSG00000150867","PIP4K2A",6.76273623096389e-05,0.0360751066637526,15.876100179252,7.66524105947889,1,7.2381662243405,0.591634863760527,0.00124987885629466,0.637520209433613,0.222902485290283,0.637520209433613,1.23592137359671,0.253734590629568
"ENST00000376862.4","ENSG00000101463","SYNDIG1",8.98202555681915e-05,0.0411550216513069,15.3394677466483,118.751141871078,1,4.29286738144172,9.13665612900783,0.0160336465967443,9.87989484265977,0.295195368440297,9.87989484265977,-4.8203309736473,1.01802656765181
"ENST00000377059.7","ENSG00000078403","MLLT10",5.49823360531578e-07,0.00469974794171245,25.0806320223565,113.055285467103,1,2.40065988646306,8.75377463823923,2.06302595927064,7.35824782965465,0.953022084480363,7.35824782965465,5.49447774946128,0.924945402950966
"ENST00000377534.8","ENSG00000136153","LMO7",1.42265383020848e-07,0.00236295687928478,27.6917876914208,114.908463773211,1,3.12215015086075,8.9698581477876,0.722580595606792,8.85312471882744,0.563463038673559,8.85312471882744,-5.38051495424981,0.644206871602166
"ENST00000377698.4","ENSG00000137124","ALDH1B1",0.000122548412298209,0.0466417043564395,14.7530610061087,6.99063774749079,1,7.93235164760351,0.538355758767613,0.000505759542315235,0.582047386081918,0.21199683179718,0.582047386081918,-1.15720562654442,0.252228458415049
"ENST00000377885.6","ENSG00000137075","RNF38",5.32019695875262e-05,0.0318571989495269,16.3304569744576,95.5763134309573,1,2.81793606120286,7.72352604383928,1.12952970292393,6.83516308298918,0.714148421051304,6.83516308298918,-4.39637156652993,0.881545223905834
"ENST00000377988.6","ENSG00000137103","TMEM8B",0.000119314714199253,0.0463569063273097,14.8034864120016,8.19979408362248,1,6.26087564982796,0.63170505091944,0.0118089008771512,0.671507272758056,0.241513668273602,0.671507272758056,-1.25447272120904,0.272681099032553
"ENST00000378339.7","ENSG00000132563","REEP2",4.46241805632408e-05,0.0312141736780889,16.6638126006933,27.7232611211703,1,5.39714680819758,2.1611217760523,0.394235783335692,1.91603597676183,0.255212546541844,1.91603597676183,-2.3800688321222,0.469160131095188
"ENST00000378980.8","ENSG00000122756","CNTFR",5.50252888905246e-05,0.0319653687785759,16.266603166401,53.7949779925026,1,3.25689912753607,4.38431181530421,0.640309424899664,3.84260540780888,0.506395057299488,3.84260540780888,-3.29496376386105,0.662873613987032
"ENST00000379651.7","ENSG00000184368","MAP7D2",0.00013982749837245,0.0495717048490475,14.5044681050008,55.2742813181053,1,2.72185662395519,4.33072550378541,1.11572830856492,3.49046180127719,0.76298952335901,3.49046180127719,-3.24680491856812,0.726881998427859
"ENST00000382998.8","ENSG00000134030","CTIF",8.93091933910117e-05,0.0411550216513069,15.3502482263269,13.3168191519662,1,6.94323827377033,1.04337640493256,0.00813942296594861,1.10159550636457,0.228213386680015,1.10159550636457,-1.61450801269172,0.340779338043501
"ENST00000383661.3","ENSG00000163840","DTX3L",0.000100329890893068,0.0423704098551087,15.1304872397688,10.5194756249726,1,4.85294324091771,0.823795062762941,0.132800540418263,0.743822428329451,0.265651100154778,0.743822428329451,-1.45056026035282,0.32890219031512
"ENST00000392456.4","ENSG00000152492","CCDC50",3.07135152080007e-05,0.0275749259917453,17.3731444628874,4.36496542972876,1,7.72512988482226,0.335832454218522,0.000662274062697268,0.363084845081366,0.215025309033122,0.363084845081366,-1.0360841648593,0.236725564532916
